Iter0 t(s)	Iter0 HV	Iter1 t(s)	Iter1 HV	Iter2 t(s)	Iter2 HV	Iter3 t(s)	Iter3 HV	Iter4 t(s)	Iter4 HV	Iter5 t(s)	Iter5 HV	Iter6 t(s)	Iter6 HV	Iter7 t(s)	Iter7 HV	Iter8 t(s)	Iter8 HV	Iter9 t(s)	Iter9 HV	
0.004004716873168945	160197.14369327226	0.0029993057250976562	159598.73596282347	0.004505634307861328	157795.69500719328	0.003503084182739258	158997.23275602027	0.00400233268737793	160236.38447874735	0.0035028457641601562	158976.11094748694	0.0040018558502197266	160087.26637861188	0.001999378204345703	159944.2648109846	0.0020003318786621094	160234.51156598434	0.002006053924560547	159923.83921062938	
0.012513399124145508	160302.05759124836	0.013505935668945312	159763.5803982144	0.013623237609863281	158907.84629966426	0.013010263442993164	159086.9220954808	0.013504743576049805	160579.22083038208	0.014011621475219727	159351.591202263	0.011283636093139648	160228.03086158494	0.009201526641845703	160430.33748132974	0.008505582809448242	160535.0193530783	0.010516643524169922	160137.57985167942	
0.020025253295898438	160507.39655349922	0.029523134231567383	159926.2668713589	0.03162884712219238	159167.92492323014	0.030803203582763672	159292.2399550015	0.029514312744140625	160686.5319684189	0.0265195369720459	159681.10195777926	0.024793624877929688	160535.8928842352	0.020713329315185547	160539.51549617783	0.022721529006958008	160663.5464915348	0.032684326171875	160378.10572799444	
0.03631305694580078	160626.87373806298	0.0465390682220459	160010.76865434417	0.05165266990661621	159865.92548605293	0.05281472206115723	159414.3150654129	0.04653167724609375	160840.2021669819	0.04153585433959961	159796.79392852163	0.04237866401672363	160755.5124792371	0.036734819412231445	160792.5209739867	0.038422346115112305	160759.7205221278	0.04819083213806152	160554.62231868858	
0.05596351623535156	160786.35965666952	0.06605815887451172	160520.50245039904	0.07193303108215332	160292.49852148964	0.07282567024230957	159929.96433584738	0.06354331970214844	160916.5272719082	0.060550689697265625	160657.053543968	0.057919979095458984	160855.25810546507	0.06133556365966797	160871.82338462397	0.05264711380004883	160799.71514389143	0.06882762908935547	160883.5234692965	
0.0749807357788086	160916.57153497913	0.08555912971496582	160603.970660654	0.0946493148803711	160609.4410690806	0.09267544746398926	160368.45285776912	0.08332657814025879	160953.60018537368	0.07956433296203613	160857.22563748033	0.07231879234313965	160943.79411439053	0.07386922836303711	160941.01969493457	0.06581783294677734	160859.03013123118	0.0856621265411377	160914.83978771087	
0.09583830833435059	160981.76196129952	0.10672259330749512	160670.79286793247	0.11753988265991211	160917.16658131083	0.11168479919433594	160458.87400212587	0.10254979133605957	160998.8109929601	0.0995779037475586	160910.09616410054	0.08933520317077637	160981.48852486518	0.09218406677246094	160953.9066504825	0.08457159996032715	160874.08626047324	0.10639834403991699	160967.69814917195	
0.11892223358154297	161002.69289957944	0.12873578071594238	160727.88021436555	0.13968110084533691	160977.9573062859	0.1308610439300537	160472.81803661882	0.12488341331481934	161012.23545657902	0.11959052085876465	160960.55416395448	0.11190605163574219	160989.45242177887	0.11320829391479492	161010.60603810844	0.09836506843566895	160924.39985130666	0.12342500686645508	160990.9609013622	
0.14214086532592773	161022.74388406175	0.14888525009155273	160858.97095064467	0.16342949867248535	160993.64241406874	0.15259909629821777	160951.49178369212	0.1479647159576416	161019.50676354772	0.14120817184448242	160982.6060255299	0.12958431243896484	161017.23088127485	0.13031291961669922	161017.56931203662	0.11146759986877441	160953.244597131	0.14096951484680176	161003.27378389292	
0.16287994384765625	161028.99275091043	0.16906118392944336	160958.30612136002	0.18643784523010254	161025.66987087208	0.17810654640197754	161016.0918216314	0.16989421844482422	161028.5571027327	0.1667325496673584	161000.75650040005	0.14609527587890625	161021.63593383317	0.14783883094787598	161031.02740617248	0.13224434852600098	160975.89313623018	0.1609957218170166	161024.74911536544	
