Iter0 t(s)	Iter0 HV	Iter1 t(s)	Iter1 HV	Iter2 t(s)	Iter2 HV	Iter3 t(s)	Iter3 HV	Iter4 t(s)	Iter4 HV	Iter5 t(s)	Iter5 HV	Iter6 t(s)	Iter6 HV	Iter7 t(s)	Iter7 HV	Iter8 t(s)	Iter8 HV	Iter9 t(s)	Iter9 HV	
0.0030050277709960938	919692.5999733093	0.0035037994384765625	926506.8306040792	0.003505229949951172	993945.4907885552	0.0029993057250976562	935599.3335203198	0.0031061172485351562	945449.1569193545	0.004000425338745117	975350.8801841306	0.0019998550415039062	881587.1928196179	0.002003192901611328	981540.6819411915	0.002003192901611328	952770.7413171211	0.0035054683685302734	910924.5257021944	
0.19629573822021484	962414.2894405972	0.4261496067047119	947261.6855680668	0.2713460922241211	1015493.6671666614	0.3314216136932373	972040.3778067151	0.14704608917236328	1019931.2683468963	0.24176931381225586	1012312.6526673371	0.1939079761505127	923388.6426557348	0.040750980377197266	1003868.790559754	0.14533114433288574	966229.19278185	0.21065950393676758	961063.2513157726	
0.5902819633483887	1014253.4055219038	0.914125919342041	1020642.7553254145	1.2010364532470703	1034475.0402632543	1.0327024459838867	995585.074189972	0.5225093364715576	1037188.8031195824	0.8600306510925293	1029894.1218339792	0.7082359790802002	971626.5964995176	0.3730788230895996	1050017.358013861	0.3112914562225342	1012255.7177632127	0.7212722301483154	1017030.8956161834	
1.2434625625610352	1053061.1897197973	1.7903146743774414	1034310.6308577938	2.315643548965454	1045755.4573172473	1.9326753616333008	1005270.7697014062	0.8917152881622314	1049652.6639955936	2.0714800357818604	1045764.4252344553	1.2766621112823486	1014020.8640312041	0.9955320358276367	1068262.5367070907	0.7150540351867676	1025346.303605546	1.7000551223754883	1045678.5534374161	
1.8676834106445312	1061309.8545276339	2.8305578231811523	1041275.4756761821	3.3713667392730713	1065703.078167421	3.2146377563476562	1002260.0297463639	1.4516196250915527	1053699.6102285977	3.33807110786438	1064108.0484439505	1.8877642154693604	1050691.1308977802	1.694495439529419	1074445.6896764715	1.380615234375	1049082.432551035	2.787566900253296	1055909.7214901906	
2.7085585594177246	1073524.3250778145	3.770195722579956	1067551.1224354305	4.378767013549805	1076854.6637153563	3.9980363845825195	1016736.8277009649	2.0577316284179688	1063141.1161761088	4.682081937789917	1076131.21913835	2.47297739982605	1054656.050871953	2.2622506618499756	1082644.1656026007	2.353165864944458	1050379.6046062175	3.811835765838623	1071214.0603625744	
3.3661508560180664	1078188.7559777293	4.908629655838013	1072673.5653674756	5.640512943267822	1090278.1908664913	5.158665180206299	1019956.8655446703	2.738485097885132	1080057.6575027492	6.080853223800659	1081871.3136407305	3.1139001846313477	1066159.684408651	3.0594232082366943	1096515.0690148857	3.3371317386627197	1059382.374321625	4.848024129867554	1080081.6285768412	
4.505404233932495	1079952.993055456	6.255574464797974	1080777.7802763926	6.9837727546691895	1103150.519084798	6.246940612792969	1017610.7711842561	3.333831787109375	1091738.969821482	7.645946502685547	1076590.6795945158	4.600759267807007	1065765.966635108	3.877418279647827	1110222.5791886789	4.690606594085693	1071603.738650042	6.120848655700684	1083751.8197796158	
5.325852632522583	1074987.4469320092	7.752532958984375	1087768.3963020756	8.297922611236572	1111848.629046207	7.369369745254517	1022303.0221024973	3.990452766418457	1102153.9011727658	8.952215909957886	1089269.7115866803	5.437577486038208	1064765.6077684383	4.706871032714844	1119934.3910966525	6.050292491912842	1095916.0853934695	7.340574026107788	1095903.4254589658	
6.629071474075317	1075479.43323058	9.11047887802124	1087236.9778952105	9.455775260925293	1119677.3659663913	8.755461931228638	1029921.8675359711	4.858149290084839	1107522.104448647	10.452000856399536	1096984.3801593836	6.270574331283569	1061360.5882846059	5.504065990447998	1131895.9248448622	6.916630506515503	1105566.987065143	8.760009765625	1099801.6866813968	
7.898235082626343	1084623.2751511892	10.541008949279785	1096366.2462536548	10.6896231174469	1133643.699863872	9.772140502929688	1065562.4304439586	5.91463303565979	1114283.2009578058	11.882101058959961	1105841.6354345907	7.167527675628662	1070921.0753707269	6.2969889640808105	1134271.2681504223	7.712993621826172	1123928.8091144417	10.191806554794312	1113697.812289587	
9.014924049377441	1114906.3013218082	12.01675009727478	1109198.7196094324	12.081118106842041	1126917.4418449076	10.84536623954773	1090450.9591868839	6.928539037704468	1118042.4481518134	13.437726497650146	1119547.020951602	8.274646759033203	1082906.745062012	7.125236511230469	1136555.8869211643	8.536048412322998	1121064.9663007515	11.766216278076172	1107967.2071403645	
10.425203800201416	1126903.024895427	13.520254850387573	1117047.0167243977	13.576498985290527	1129619.9933078694	12.145694494247437	1103926.5691114957	7.846264600753784	1123047.8419160096	14.507806062698364	1128658.0244260998	9.33965516090393	1072917.8172310088	7.9707300662994385	1146014.3990830488	9.436107873916626	1127714.9698267311	13.241036891937256	1110080.7243398488	
11.931642532348633	1119552.6064296977	15.094975709915161	1114889.2672577773	15.224084854125977	1132198.4781228127	12.862152814865112	1095294.5551190942	9.121061563491821	1126816.486231517	16.078076601028442	1142551.1842251893	10.933347463607788	1078385.566127799	8.883690595626831	1146413.8878725565	10.371806144714355	1116735.8540347377	14.069918870925903	1104237.9264173254	
13.42274522781372	1112559.2626542281	16.470685720443726	1111057.4461490011	16.69892454147339	1139002.924538967	14.08809518814087	1085226.1134285755	10.464141607284546	1117644.8953636421	17.77735948562622	1127487.053434406	12.640419244766235	1084360.134115549	9.795475721359253	1149597.8942093204	11.231177806854248	1130884.128453016	14.827907085418701	1111753.6500571368	
14.821746110916138	1121934.4855155267	17.97322106361389	1120221.2065832359	18.263448238372803	1148158.6696478585	15.45658564567566	1099002.2713452524	11.39503264427185	1123411.7524414335	19.21645760536194	1133903.2337678352	14.272158145904541	1083482.6370423848	10.711657524108887	1152506.7472517241	12.156998634338379	1135387.7399322153	15.690167903900146	1119923.6109508104	
16.3409526348114	1119653.487086563	19.550453424453735	1141511.8342498569	19.859418392181396	1145023.108168304	17.172226428985596	1104529.8877840783	12.46596384048462	1126153.6034962945	20.512197017669678	1144546.2288731397	16.113662481307983	1082783.7422411395	11.595419645309448	1151265.4913641284	13.63922905921936	1143643.1769590874	16.5805823802948	1124667.9166255912	
17.896332025527954	1119267.6914286339	21.123392820358276	1149396.5936645027	21.50667119026184	1140211.7920387092	18.682188272476196	1111315.1132284936	13.743947982788086	1126184.3611449206	22.187392950057983	1149125.892828761	17.878631591796875	1092193.8711880306	12.52493667602539	1160817.5305705548	14.5867338180542	1147623.652949265	17.472662448883057	1129157.8717013972	
19.158260345458984	1116899.9933635923	22.766587018966675	1146759.1490774413	23.119993686676025	1138754.6607139544	20.286019802093506	1121820.4582730585	15.227913856506348	1139197.040757048	23.6514630317688	1181115.7048266674	19.58234477043152	1090460.83549412	13.488714218139648	1165566.5663253085	15.69414496421814	1146689.4524834233	18.54669427871704	1142740.4218313978	
20.89096450805664	1121411.627273756	24.440857887268066	1137011.9460425249	24.749763250350952	1140131.0428925173	21.735000610351562	1115540.0345030434	16.324021816253662	1132544.8542049357	25.38754391670227	1178495.6302443102	21.32643175125122	1099237.5817499068	14.334161758422852	1172823.3511272743	17.409751892089844	1152747.2254765045	19.64610743522644	1142205.8946500144	
22.473084211349487	1123551.6301870947	26.1355721950531	1138409.2823671238	26.396180629730225	1141621.8256161856	23.220836877822876	1119645.3463011708	17.550236225128174	1129948.3147627641	26.97058391571045	1161808.2176597684	22.577228546142578	1115148.2280068237	15.229098796844482	1174491.0003062782	19.07738471031189	1151849.6376006613	20.57866358757019	1142346.6295857248	
23.942940950393677	1122412.1660624119	27.878079175949097	1134689.3043377213	28.105318784713745	1148214.9261463424	24.790356159210205	1117644.2893739457	18.61829686164856	1152627.2003755174	28.613728761672974	1173811.082139017	23.46796441078186	1122420.4763240074	16.24885320663452	1172192.2586823755	20.86273980140686	1149241.0279600783	21.502201557159424	1136733.3387140837	
25.59521245956421	1131155.3951714584	29.647346258163452	1132164.1898429533	29.79947280883789	1145354.0114328393	26.34893774986267	1116812.8762081708	19.636794328689575	1154388.211282802	30.13925313949585	1165260.6849041213	24.87521457672119	1126704.8382474517	17.22469687461853	1173666.3086109003	22.52976894378662	1141906.8429790982	22.468710899353027	1135485.2210909529	
27.369820594787598	1121840.1277900524	31.41132354736328	1126651.060586228	31.547255516052246	1153779.5080171104	27.79994559288025	1121334.7192595967	20.801052570343018	1155736.0954055295	31.80770778656006	1144849.4953682467	26.655303716659546	1111429.392650108	18.207176446914673	1171669.1818316556	24.11947798728943	1151141.2444234022	23.710036039352417	1145379.215311047	
29.036361932754517	1126940.2232075867	33.10122060775757	1133838.117811594	33.063841581344604	1157647.2535088067	29.486458778381348	1114740.6249420112	21.845297813415527	1158874.935484423	33.49665808677673	1158862.4077206668	28.012351751327515	1108253.2099394999	19.158764362335205	1169888.4408720974	25.974031686782837	1148473.3212068658	25.17355251312256	1144345.3291489992	
30.701059341430664	1125844.0924443528	34.766499757766724	1145280.7825909527	34.67565107345581	1166533.3179949007	30.915193796157837	1116241.9515672973	22.93636727333069	1167800.1242937294	35.27695107460022	1157649.5758095856	28.979418992996216	1116906.4429491882	20.084648609161377	1170443.557091402	27.78413224220276	1146806.2322254772	26.575620412826538	1151186.8402192693	
32.348689794540405	1126810.373149149	36.596999168395996	1152485.6843593845	36.413567304611206	1165471.5696088793	32.416890144348145	1118906.2729800153	24.181808710098267	1165379.6983989992	36.80710244178772	1166460.9613699554	29.94638419151306	1130349.984890902	21.032198905944824	1173471.4467479845	29.672334909439087	1153948.4937800164	28.346238374710083	1161884.3516370282	
33.848859548568726	1118473.9804440548	38.234665393829346	1148701.3538891645	37.982317209243774	1169109.3413845338	34.00708723068237	1126631.34372026	25.44129514694214	1162058.0836805878	38.40661859512329	1170454.9187585702	31.024137496948242	1131216.2697580112	22.003807306289673	1176129.6886941334	31.480759620666504	1141962.7756063803	29.390846967697144	1157170.1011866247	
35.426262617111206	1119810.6896839493	39.92406916618347	1141834.7676194392	39.648494243621826	1160380.6423942717	35.67680025100708	1135910.847154385	26.603629112243652	1158779.6564436785	40.025163412094116	1182255.4357531671	32.06245470046997	1127957.1613488335	23.03755807876587	1167582.617855573	33.281447649002075	1142792.9612150127	30.860111713409424	1159458.178048797	
36.97777009010315	1131348.6077380043	41.675705432891846	1137745.7211015404	41.40508151054382	1166003.226453866	37.42747759819031	1124765.2584594747	27.718035221099854	1175621.4876191868	41.26274013519287	1191670.9562552033	33.071340799331665	1132726.8780508954	24.07902431488037	1171752.6546148916	35.081446170806885	1145999.545107955	31.76310658454895	1164506.3918863828	
38.76735258102417	1130208.2789067465	43.343246936798096	1141957.535146123	43.30299782752991	1159605.3279705285	39.066141843795776	1127070.1330456247	28.840399503707886	1161839.031074568	42.28190493583679	1183272.7806429209	34.03988695144653	1131447.2417651594	25.08138132095337	1161167.4888241105	36.73567175865173	1136907.6748955918	32.765681743621826	1169260.138228487	
40.43307185173035	1134333.3446089926	44.9878351688385	1140746.9397372354	45.0967378616333	1162772.452768492	40.65861129760742	1123224.797746918	30.284412622451782	1170684.869831046	43.25962162017822	1175338.878975701	35.010480880737305	1132235.0064429492	26.11140012741089	1160447.201165789	38.502800703048706	1137403.8924610612	33.98185706138611	1172655.225577885	
